1,上海中医药大学,H27,10,中医养生与康复 ( H2717 ) ,传统养生锻炼的随意性呼吸调节与自主神经平衡调节的相关性研究,25万元,2011年01月01日 至 2013年12月31日,沈仲元,http://fund.sciencenet.cn/index.php/item/view/49587
2,上海中医药大学,H29,10,中西医结合临床基础 ( H2902 ) ,基于表观遗传调控探讨健脾补肾解毒方对骨髓增生异常综合征全基因组CpG岛甲基化的作用研究,33万元,2011年01月01日 至 2013年12月31日,周永明,http://fund.sciencenet.cn/index.php/item/view/49596
13,上海中医药大学,H27,9,中医骨伤科 ( H2710 ) ,补肾方介导C-myc－Bim-1－p16INK4a/Rb信号传导通路调控椎间盘衰老机制研究,33万元,2011年01月01日 至 2013年12月31日,施杞,http://fund.sciencenet.cn/index.php/item/view/49586
16,上海中医药大学,H27,9,中医骨伤科 ( H2710 ) ,退变膝关节内肝经循行对应区域的生物学功能研究,33万元,2011年01月01日 至 2013年12月31日,曹月龙,http://fund.sciencenet.cn/index.php/item/view/49585
17,上海中医药大学,H27,9,中医外科 ( H2709 ) ,益气小复方及其成分配伍对乳腺癌Akt磷酸化的调节,33万元,2011年01月01日 至 2013年12月31日,陈红风,http://fund.sciencenet.cn/index.php/item/view/49584
18,上海中医药大学,H27,9,中医内科 ( H2708 ) ,平目汤及拆方调控Graves眼病球后脂肪细胞积聚机制研究,33万元,2011年01月01日 至 2013年12月31日,李红,http://fund.sciencenet.cn/index.php/item/view/49583
19,上海中医药大学,H27,9,中医内科 ( H2708 ) ,从树突细胞共刺激分子表达研究补肾健脾方治疗慢性乙型肝炎的免疫机制,33万元,2011年01月01日 至 2013年12月31日,高月求,http://fund.sciencenet.cn/index.php/item/view/49582
20,上海中医药大学,H27,9,中医内科 ( H2708 ) ,温阳法对RSV感染哮喘小鼠支气管上皮细胞屏障作用的机制研究,33万元,2011年01月01日 至 2013年12月31日,方泓,http://fund.sciencenet.cn/index.php/item/view/49581
21,上海中医药大学,H27,9,中医内科 ( H2708 ) ,补肾生髓中药对老年性痴呆异常神经细胞周期的调控研究,33万元,2011年01月01日 至 2013年12月31日,安红梅,http://fund.sciencenet.cn/index.php/item/view/49579
22,上海中医药大学,H27,9,中医内科 ( H2708 ) ,从GABA神经通路调控探讨“从胃治咳”的机理研究,33万元,2011年01月01日 至 2013年12月31日,朱生樑,http://fund.sciencenet.cn/index.php/item/view/49578
23,上海中医药大学,H27,9,中医内科 ( H2708 ) ,探讨哮喘大鼠气道重建的力学特征及不同中医治法对其的干预,29万元,2011年01月01日 至 2013年12月31日,许朝霞,http://fund.sciencenet.cn/index.php/item/view/49577
30,上海中医药大学,H27,9,中医内科 ( H2708 ) ,"SDF-1/CXCR4轴在糖尿病脑梗塞内皮祖细胞""归巢""中的调控作用与复元醒脑汤干预研究",33万元,2011年01月01日 至 2013年12月31日,方邦江,http://fund.sciencenet.cn/index.php/item/view/49580
34,上海中医药大学,H27,11,中医骨伤科 ( H2710 ) ,补肾中药介导Wnt/β-catenin-BMP信号转导通路调控骨代谢的机制研究,165万元,2010年01月01日 至 2013年12月31日,王拥军,http://fund.sciencenet.cn/index.php/item/view/56812
35,上海中医药大学,H28,11,中药消化与呼吸药理 ( H2814 ) ,和解利湿法治疗酒精性慢性胰腺炎的实验研究,33万元,2011年01月01日 至 2013年12月31日,苏式兵,http://fund.sciencenet.cn/index.php/item/view/49601
36,上海中医药大学,H28,11,中药抗肿瘤药理 ( H2810 ) ,中药复方肠胃清逆转结肠癌草酸铂耐药的细胞铜稳态调节机制,32万元,2011年01月01日 至 2013年12月31日,许建华,http://fund.sciencenet.cn/index.php/item/view/49599
37,上海中医药大学,H28,11,中药制剂 ( H2806 ) ,聚乙二醇修饰麦冬多糖的生物活性与体内过程,30万元,2011年01月01日 至 2013年12月31日,林晓,http://fund.sciencenet.cn/index.php/item/view/49598
38,上海中医药大学,H28,11,中药药效物质 ( H2803 ) ,龙胆等四味中药中环烯醚萜类成分体内药效团的辨识与生物效应机理研究,38万元,2011年01月01日 至 2013年12月31日,王峥涛,http://fund.sciencenet.cn/index.php/item/view/49597
43,上海中医药大学,H28,11,中药内分泌及代谢药理 ( H2811 ) ,温肾阳中药调控成骨细胞功能的分子信号平衡机制研究,33万元,2011年01月01日 至 2013年12月31日,詹红生,http://fund.sciencenet.cn/index.php/item/view/49600
47,上海中医药大学,H27,7,中医内科 ( H2708 ) ,Th17/Treg免疫平衡在再生障碍性贫血免疫发病中的作用及与肾虚证相关性研究,20万元,2011年01月01日 至 2013年12月31日,胡明辉,http://fund.sciencenet.cn/index.php/item/view/38228
48,上海中医药大学,H27,8,中医内科 ( H2708 ) ,疏肝饮调节内脏高敏感性的机制研究,32万元,2011年01月01日 至 2013年12月31日,谢建群,http://fund.sciencenet.cn/index.php/item/view/49576
49,上海中医药大学,H27,8,治则与治法 ( H2704 ) ,从microRNA表达差异探讨健脾温肾法防治肺癌术后复发转移的机制,33万元,2011年01月01日 至 2013年12月31日,许玲,http://fund.sciencenet.cn/index.php/item/view/49575
50,上海中医药大学,H16,8,消化系统肿瘤 ( H1617 ) ,乙肝病毒X蛋白与PP2A相互作用参与肝癌信号转导的机制研究,28万元,2011年01月01日 至 2013年12月31日,张树辉,http://fund.sciencenet.cn/index.php/item/view/49574
51,上海中医药大学,H29,8,中医药学研究新技术和新方法 ( H2903 ) ,丹参酮ⅡA聚乳酸纳米粒介导FN/integrinα5β1抗肝癌侵袭转移的研究,20万元,2011年01月01日 至 2013年12月31日,王炎,http://fund.sciencenet.cn/index.php/item/view/38235
52,上海中医药大学,H27,7,中医外科 ( H2709 ) ,乳腺癌骨转移与骨质疏松的关系及补肾中药的干预,20万元,2011年01月01日 至 2013年12月31日,叶媚娜,http://fund.sciencenet.cn/index.php/item/view/38229
53,上海中医药大学,H29,8,中西医结合基础理论 ( H2901 ) ,基于IL-2基因表观遗传修饰研究衰老大鼠免疫失衡机制及补肾方药作用,20万元,2011年01月01日 至 2013年12月31日,龚张斌,http://fund.sciencenet.cn/index.php/item/view/38233
54,上海中医药大学,H27,8,中医针灸 ( H2718 ) ,艾灸调节溃疡性结肠炎肠道菌群及其模式识别受体的机制研究,20万元,2011年01月01日 至 2013年12月31日,王晓梅,http://fund.sciencenet.cn/index.php/item/view/38232
55,上海中医药大学,H27,8,中医骨伤科 ( H2710 ) ,基于颈椎三维有限元模型研究矫正“骨错缝”手法治疗颈椎病的生物力学机理,20万元,2011年01月01日 至 2013年12月31日,张明才,http://fund.sciencenet.cn/index.php/item/view/38231
56,上海中医药大学,H27,8,中医骨伤科 ( H2710 ) ,补肾方通过CCR2依赖途径调节雌激素缺乏状态下破骨行为机制研究,20万元,2011年01月01日 至 2013年12月31日,王翔,http://fund.sciencenet.cn/index.php/item/view/38230
57,上海中医药大学,H27,7,中医内科 ( H2708 ) ,从p38MAPK/iNOS通路研究制大黄-川芎药对抑制造影剂肾病肾小管上皮细胞凋亡的分子机制,20万元,2011年01月01日 至 2013年12月31日,龚学忠,http://fund.sciencenet.cn/index.php/item/view/38227
58,上海中医药大学,H27,7,治则与治法 ( H2704 ) ,基于方证理论的交叉设计从Th17与Treg、Th1、Th2的极化和平衡研究“慢乙肝从肾论治”的理论基础,20万元,2011年01月01日 至 2013年12月31日,聂红明,http://fund.sciencenet.cn/index.php/item/view/38226
59,上海中医药大学,H27,7,治则与治法 ( H2704 ) ,宣肺通腑化瘀法经UPP降解肺纤维化大鼠Smad信号通路蛋白的机制研究,20万元,2011年01月01日 至 2013年12月31日,胡静,http://fund.sciencenet.cn/index.php/item/view/38225
72,上海中医药大学,H28,8,中药质量评价 ( H2804 ) ,石斛碱单克隆抗体的制备及其ELISA检测方法的建立,20万元,2011年01月01日 至 2013年12月31日,张婷,http://fund.sciencenet.cn/index.php/item/view/38236
76,上海中医药大学,H29,8,中西医结合临床基础 ( H2902 ) ,慢性膀胱炎症与雌激素受体相关性及二丁二仙汤防治,20万元,2011年01月01日 至 2013年12月31日,顾向晨,http://fund.sciencenet.cn/index.php/item/view/38234
83,上海中医药大学,H27,5,中医针灸 ( H2718 ) ,第八届“上海国际针灸临床与科研学术研讨会”,4万元,2011年01月01日 至 2011年12月31日,吴焕淦,http://fund.sciencenet.cn/index.php/item/view/24340
153,上海中医药大学,H29,10,中西医结合临床基础 ( H2902 ) ,可控释淫羊藿苷的纳米仿生支架在骨修复领域的应用研究,33万元,2011年01月01日 至 2013年12月31日,郑军,http://fund.sciencenet.cn/index.php/item/view/49595
154,上海中医药大学,H29,10,中西医结合临床基础 ( H2902 ) ,基于肿瘤-宿主界面炎性微环境探讨清热解毒中药的抗癌机制,33万元,2011年01月01日 至 2013年12月31日,韩克起,http://fund.sciencenet.cn/index.php/item/view/49591
155,上海中医药大学,H29,10,中西医结合临床基础 ( H2902 ) ,蜂毒素对骨肉瘤细胞VHL/HIF信号转导通路的影响,30万元,2011年01月01日 至 2013年12月31日,陈永强,http://fund.sciencenet.cn/index.php/item/view/49590
156,上海中医药大学,H27,10,中医针灸 ( H2718 ) ,基于嵌入式技术的针刺手法实时信号处理及AR参数模型的模式识别研究,30万元,2011年01月01日 至 2013年12月31日,杨华元,http://fund.sciencenet.cn/index.php/item/view/49589
157,上海中医药大学,H27,10,中医针灸 ( H2718 ) ,基于microRNA表达、TLR4/NF-κB信号通路研究隔药灸治疗克罗恩病的效应及作用机理,33万元,2011年01月01日 至 2013年12月31日,马晓芃,http://fund.sciencenet.cn/index.php/item/view/49588
158,上海中医药大学,H29,10,中西医结合临床基础 ( H2902 ) ,基于数字人体力反馈角度的腧穴针刺研究,32万元,2011年01月01日 至 2013年12月31日,严振国,http://fund.sciencenet.cn/index.php/item/view/49594
159,上海中医药大学,H29,10,中西医结合临床基础 ( H2902 ) ,TLRs介导的炎症活化机制在胆道并发症形成中的作用及TanⅡA的干预机制,33万元,2011年01月01日 至 2013年12月31日,史永照,http://fund.sciencenet.cn/index.php/item/view/49593
160,上海中医药大学,H29,10,中西医结合临床基础 ( H2902 ) ,p38MAPK介导COX-2激活Wnt信号通路调控Hp感染胃癌细胞血管新生及健脾解毒方对其作用研究,33万元,2011年01月01日 至 2013年12月31日,李琦,http://fund.sciencenet.cn/index.php/item/view/49592
63,上海中医药大学,H27,20,中医外科 ( H2709 ) ,益气开秘方调控肠道Cajal细胞NO-cGMP-PKG通路的机理研究,10万元,2008年01月01日 至 2008年12月31日,陆金根,http://fund.sciencenet.cn/index.php/item/view/167392
64,上海中医药大学,H29,20,中西医结合基础理论 ( H2901 ) ,益气化瘀补肾法调控椎间盘软骨细胞信号转导通路的基础研究,80万元,2008年01月01日 至 2010年12月31日,王拥军,http://fund.sciencenet.cn/index.php/item/view/167385
65,上海中医药大学,H28,20,中药药性理论 ( H2807 ) ,应用蛋白组学、生物学和化学方法探讨人参、西洋参、三七作用机理与活性成分的异同,31.5万元,2008年01月01日 至 2010年12月31日,王峥涛,http://fund.sciencenet.cn/index.php/item/view/167384
1,上海中医药大学,H29,38,中西医结合临床基础 ( H2902 ) ,基于ABCA1通路冠心康防治ApoE基因敲除小鼠早期动脉粥样硬化的研究,30万元,2009年01月01日 至 2011年12月31日,刘萍,http://fund.sciencenet.cn/index.php/item/view/277887
5,上海中医药大学,H29,39,中西医结合临床基础 ( H2902 ) ,基于microRNAs表达及中药有效成分群探讨扶正化瘀方抗肝与肾间质纤维化的共同作用机制及物质基础,22万元,2010年01月01日 至 2012年12月31日,王清兰,http://fund.sciencenet.cn/index.php/item/view/279964
10,上海中医药大学,H27,35,证候基础 ( H2703 ) ,茵陈蒿汤治疗肝硬化的方证病理基础研究,17万元,2008年01月01日 至 2010年12月31日,孙明瑜,http://fund.sciencenet.cn/index.php/item/view/269589
13,上海中医药大学,H27,36,中医妇科 ( H2711 ) ,调更汤对围绝经期生殖轴调节作用的分子机理研究,28万元,2008年01月01日 至 2010年12月31日,徐莲薇,http://fund.sciencenet.cn/index.php/item/view/272698
15,上海中医药大学,H28,37,中药消化与呼吸药理 ( H2814 ) ,基于均匀设计的健脾活血方抗酒精性肝损伤不同作用途径的主效应中药研究,20万元,2009年01月01日 至 2011年12月31日,冯琴,http://fund.sciencenet.cn/index.php/item/view/274196
23,上海中医药大学,H04,35,胎儿发育与产前诊断 ( H0419 ) ,孕妇血清游离胎儿DNA进行胎儿DSCR表基因组学检测,17万元,2008年01月01日 至 2010年12月31日,孙建民,http://fund.sciencenet.cn/index.php/item/view/269438
38,上海中医药大学,H28,42,中药制剂 ( H2806 ) ,中药注射液中绿原酸及鞣质与安全性相关的基础研究,40万元,2008年01月01日 至 2010年12月31日,张彤,http://fund.sciencenet.cn/index.php/item/view/325664
51,上海中医药大学,H27,36,中医外科 ( H2709 ) ,从OPG/RANKL/RANK系统探讨淫羊藿-补骨脂温肾药对抑制乳腺癌骨转移的机理,30万元,2008年01月01日 至 2010年12月31日,刘胜,http://fund.sciencenet.cn/index.php/item/view/272690
52,上海中医药大学,H27,36,中医内科 ( H2708 ) ,瘦素介导的JAK/STAT信号转导在非酒精性脂肪肝活化规律及中药调控研究,30万元,2008年01月01日 至 2010年12月31日,郑培永,http://fund.sciencenet.cn/index.php/item/view/272681
53,上海中医药大学,H27,36,中医内科 ( H2708 ) ,糖尿病抑郁障碍动物模型的建立及疏肝健脾、养心安神法防治机制的研究,30万元,2008年01月01日 至 2010年12月31日,李红,http://fund.sciencenet.cn/index.php/item/view/272679
54,上海中医药大学,H28,36,中药消化与呼吸药理 ( H2814 ) ,骨髓在肝纤维化组织重构中的作用及古方一贯煎的影响,30万元,2008年01月01日 至 2010年12月31日,王晓玲,http://fund.sciencenet.cn/index.php/item/view/272641
55,上海中医药大学,H29,36,中西医结合临床基础 ( H2902 ) ,水通道蛋白1在急性胰腺炎发病机制中的作用及大承气汤对其表达的影响,18万元,2008年01月01日 至 2010年12月31日,奉典旭,http://fund.sciencenet.cn/index.php/item/view/269651
56,上海中医药大学,H29,36,中西医结合临床基础 ( H2902 ) ,从骨骼肌损伤角度探讨坎离颗粒干预慢性心衰作用的机制研究,18万元,2008年01月01日 至 2010年12月31日,姚成增,http://fund.sciencenet.cn/index.php/item/view/269650
57,上海中医药大学,H28,36,中药毒理 ( H2817 ) ,基于代谢组学的千里光和欧洲千里光中吡咯里西啶生物碱的毒性比较研究,17万元,2008年01月01日 至 2010年12月31日,杨莉,http://fund.sciencenet.cn/index.php/item/view/269621
58,上海中医药大学,H28,36,中药药效物质 ( H2803 ) ,黄药子肝毒作用本质的研究,17万元,2008年01月01日 至 2010年12月31日,刘海,http://fund.sciencenet.cn/index.php/item/view/269601
59,上海中医药大学,H27,36,中医内科 ( H2708 ) ,结肠粘膜中性粒细胞凋亡延迟机制及清肠栓调控作用研究,30万元,2008年01月01日 至 2010年12月31日,谢建群,http://fund.sciencenet.cn/index.php/item/view/272680
78,上海中医药大学,H27,40,中医针灸 ( H2718 ) ,针刺和灸法对靶器官效应及机制的比较研究,31万元,2010年01月01日 至 2012年12月31日,施茵,http://fund.sciencenet.cn/index.php/item/view/284298
79,上海中医药大学,H27,40,中医针灸 ( H2718 ) ,合募配穴电针对内脏高敏感大鼠肠神经系统P2受体的调节及其相关中枢机制,31万元,2010年01月01日 至 2012年12月31日,刘慧荣,http://fund.sciencenet.cn/index.php/item/view/284297
80,上海中医药大学,H27,40,中医骨伤科 ( H2710 ) ,益气化瘀方延缓HIF-1α基因敲除小鼠膝关节软骨退变的研究,31万元,2010年01月01日 至 2012年12月31日,周重建,http://fund.sciencenet.cn/index.php/item/view/284276
86,上海中医药大学,H27,41,证候基础 ( H2703 ) ,茵陈蒿汤抑制库普弗细胞经典激活途径干预肝硬化形成的效应机制研究,10万元,2011年01月01日 至 2011年12月31日,刘成,http://fund.sciencenet.cn/index.php/item/view/324177
87,上海中医药大学,H28,41,中药资源 ( H2801 ) ,转录因子对丹酚酸类化合物生物合成调控研究,31万元,2010年01月01日 至 2012年12月31日,赵淑娟,http://fund.sciencenet.cn/index.php/item/view/284389
88,上海中医药大学,H29,41,中西医结合临床基础 ( H2902 ) ,补虚化瘀法对EAH小鼠Treg/Th17细胞功能异常调控作用的研究,31万元,2010年01月01日 至 2012年12月31日,张玮,http://fund.sciencenet.cn/index.php/item/view/284337
89,上海中医药大学,H29,41,中西医结合临床基础 ( H2902 ) ,天冬多糖和精制天冬胶抗肝癌作用及其机理研究,30万元,2010年01月01日 至 2012年12月31日,张闽光,http://fund.sciencenet.cn/index.php/item/view/284336
90,上海中医药大学,H27,41,按摩推拿 ( H2719 ) ,手法对家兔骨骼肌急性损伤伴失神经恢复的干细胞作用研究,31万元,2010年01月01日 至 2012年12月31日,严隽陶,http://fund.sciencenet.cn/index.php/item/view/284320
91,上海中医药大学,H27,41,中医针灸 ( H2718 ) ,针灸治疗大鼠CD肠纤维化Smads与ERK-1/2MAPK信号通路Cross talk研究,32万元,2010年01月01日 至 2012年12月31日,吴焕淦,http://fund.sciencenet.cn/index.php/item/view/284299
92,上海中医药大学,H27,40,中医内科 ( H2708 ) ,肺积方对裸鼠荷瘤模型血管正常化及微环境影响的实验研究,30万元,2010年01月01日 至 2012年12月31日,游捷,http://fund.sciencenet.cn/index.php/item/view/284240
93,上海中医药大学,H27,40,中医内科 ( H2708 ) ,基于气血互根的理论研究肾衰II号方干预慢性肾衰肾内氧耗效应的作用及机制,29万元,2010年01月01日 至 2012年12月31日,王琛,http://fund.sciencenet.cn/index.php/item/view/284239
94,上海中医药大学,H27,40,中医内科 ( H2708 ) ,中药复方地黄方调控基底神经节环路缓解帕金森病异动症的研究,31万元,2010年01月01日 至 2012年12月31日,何建成,http://fund.sciencenet.cn/index.php/item/view/284238
95,上海中医药大学,H29,40,中西医结合临床基础 ( H2902 ) ,益气养阴法抑制IgA肾病小鼠系膜细胞增殖及S1P相关机制研究,20万元,2010年01月01日 至 2012年12月31日,钟逸斐,http://fund.sciencenet.cn/index.php/item/view/279965
97,上海中医药大学,H27,40,中医外科 ( H2709 ) ,祛瘀生肌法对糖尿病溃疡创面修复不同时相Ⅰ/Ⅲ胶原代谢MAPK信号调控的研究,31万元,2010年01月01日 至 2012年12月31日,李斌,http://fund.sciencenet.cn/index.php/item/view/284267
99,上海中医药大学,H27,40,中医内科 ( H2708 ) ,参芪膜肾颗粒调控补体调节蛋白修复受损肾小球足细胞的研究,31万元,2010年01月01日 至 2012年12月31日,邓跃毅,http://fund.sciencenet.cn/index.php/item/view/284241
