98,中国科学技术大学,E06,2,火灾 ( E060408 ) ,火灾科学与火灾安全,35万元,2005年01月01日 至 2006年12月31日,范维澄,http://fund.sciencenet.cn/index.php/item/view/298072
143,中国科学技术大学,J01,1, ( J0103 ) ,中国科学技术大学物理学基地,300万元,2007年01月01日 至 2009年12月31日,尹民,http://fund.sciencenet.cn/index.php/item/view/111610
145,中国科学技术大学,D04,1,高层大气物理学 ( D041001 ) ,合肥地区中高层大气重力波的激光雷达观测,48万元,2007年01月01日 至 2009年12月31日,窦贤康,http://fund.sciencenet.cn/index.php/item/view/290350
147,中国科学技术大学,J01,1, ( J0101 ) ,中国科学技术大学数学基地,90万元,2007年01月01日 至 2009年12月31日,陈发来,http://fund.sciencenet.cn/index.php/item/view/111609
149,中国科学技术大学,J01,1, ( J0102 ) ,中国科学技术大学力学基地,10万元,2007年01月01日 至 2009年12月31日,何陵辉,http://fund.sciencenet.cn/index.php/item/view/111608
2,中国科学技术大学,C08,165,分子免疫 ( C080101 ) ,IL-12对二种类型人记忆性T细胞(TEM／TCM)分化的作用及机制,30万元,2007年01月01日 至 2009年12月31日,刘文涛,http://fund.sciencenet.cn/index.php/item/view/267817
4,中国科学技术大学,C06,164,基因表达调控与表观遗传学 ( C0606 ) ,基因工程,40万元,2007年01月01日 至 2009年12月31日,赵惠民,http://fund.sciencenet.cn/index.php/item/view/265642
5,中国科学技术大学,C05,163,蛋白质与多肽生物化学 ( C050201 ) ,基于抗体表位识别特性及晶体结构的抗体功能研究,35万元,2006年01月01日 至 2008年12月31日,刘兢,http://fund.sciencenet.cn/index.php/item/view/262964
8,中国科学技术大学,C04,161,动物资源与保护 ( C0404 ) ,西沙群岛红脚鲣鸟繁殖策略的研究,8万元,2005年01月01日 至 2005年12月31日,曹垒,http://fund.sciencenet.cn/index.php/item/view/258722
14,中国科学技术大学,C06,162,微生物遗传学 ( C0603 ) ,厌氧脱氯微生物的遗传操作系统的建立,22万元,2005年01月01日 至 2007年12月31日,孙宝林,http://fund.sciencenet.cn/index.php/item/view/260440
