21,南京大学,D05,1,数值预报与数值模拟 ( D0508 ) ,东亚区域海-陆-气耦合模式系统研制及性能检验,100万元,2004年01月01日 至 2007年12月31日,张耀存,http://fund.sciencenet.cn/index.php/item/view/287321
26,南京大学,A04,1,凝聚态物性I:结构、力学和热学性质 ( A0401 ) ,凝聚态物性I:结构、力学和热学性质,40万元,2007年01月01日 至 2009年12月31日,汤雷翰,http://fund.sciencenet.cn/index.php/item/view/237879
27,南京大学,B01,1,功能配合物化学 ( B010303 ) ,手性配位聚合物的构筑及性质,180万元,2006年01月01日 至 2009年12月31日,游效曾,http://fund.sciencenet.cn/index.php/item/view/247103
28,南京大学,A04,1,凝聚态物理中的新效应及其他问题 ( A040215 ) ,与凝聚态物理有关的交叉学科,40万元,2005年01月01日 至 2007年12月31日,汪子丹,http://fund.sciencenet.cn/index.php/item/view/235765
29,南京大学,J01,2, ( J0106 ) ,南京大学生物学基地,120万元,2006年01月01日 至 2009年12月31日,卢山,http://fund.sciencenet.cn/index.php/item/view/107241
30,南京大学,J01,2, ( J0105 ) ,南京大学地理学基地,180万元,2007年01月01日 至 2009年12月31日,高抒,http://fund.sciencenet.cn/index.php/item/view/107239
31,南京大学,J01,2, ( J0105 ) ,南京大学地质学基地,130万元,2007年01月01日 至 2009年12月31日,胡文瑄,http://fund.sciencenet.cn/index.php/item/view/107240
32,南京大学,J01,2, ( J0104 ) ,南京大学理科化学基地,190万元,2007年01月01日 至 2009年12月31日,董林,http://fund.sciencenet.cn/index.php/item/view/107238
33,南京大学,J01,2, ( J0103 ) ,南京大学物理学基地,300万元,2007年01月01日 至 2009年12月31日,王炜,http://fund.sciencenet.cn/index.php/item/view/107237
34,南京大学,J01,2, ( J0103 ) ,南京大学天文学基地,180万元,2007年01月01日 至 2009年12月31日,周济林,http://fund.sciencenet.cn/index.php/item/view/107236
35,南京大学,J01,2, ( J0103 ) ,南京大学多学科综合点(大理科试验班),180万元,2007年01月01日 至 2009年12月31日,许望,http://fund.sciencenet.cn/index.php/item/view/107235
38,南京大学,E02,3,压电与铁电陶瓷材料 ( E020402 ) ,压电与铁电陶瓷材料,40万元,2006年01月01日 至 2008年12月31日,任志锋,http://fund.sciencenet.cn/index.php/item/view/299356
