54,江南大学,C01,24,微生物生理与生物化学 ( C0102 ) ,第五届国际纺织生物技术学术研讨会,4万元,2007年01月01日 至 2007年12月31日,陈坚,http://fund.sciencenet.cn/index.php/item/view/165013
57,江南大学,F03,24,最优控制 ( F030113 ) ,功能基因肽分离纯化粒子群算法优化的研究,6万元,2005年01月01日 至 2005年12月31日,白瑞林,http://fund.sciencenet.cn/index.php/item/view/133189
58,江南大学,B03,24,胶体与界面化学 ( B0305 ) ,泛函数法研究离子型表面活性剂与带电胶束的双电层结构,8万元,2005年01月01日 至 2005年12月31日,王正武,http://fund.sciencenet.cn/index.php/item/view/133181
59,江南大学,C01,24,微生物功能基因 ( C010301 ) ,华根霉催化酯合成不同脂肪酶的基因克隆与表达,8万元,2005年01月01日 至 2005年12月31日,徐岩,http://fund.sciencenet.cn/index.php/item/view/133179
60,江南大学,F03,24,系统建模、分析与综合 ( F030118 ) ,第六届中韩过程系统工程双边会议,3万元,2006年01月01日 至 2006年12月31日,刘飞,http://fund.sciencenet.cn/index.php/item/view/106646
1,江南大学,B06,34,无机化工 ( B0606 ) ,凹凸棒石油脂脱色机理及其对油脂品质的影响,22万元,2004年01月01日 至 2006年12月31日,王兴国,http://fund.sciencenet.cn/index.php/item/view/245957
162,江南大学,B04,34,高分子化学反应 ( B0402 ) ,大豆蛋白接枝共聚物自组装胶束化研究,22万元,2004年01月01日 至 2006年12月31日,刘晓亚,http://fund.sciencenet.cn/index.php/item/view/245849
163,江南大学,B01,34,原子簇化学 ( B0115 ) ,软物质团簇制备金属原子簇的可调控软模板作用研究,23万元,2004年01月01日 至 2006年12月31日,方云,http://fund.sciencenet.cn/index.php/item/view/245633
18,江南大学,B06,35,天然产物及农产品的化学改性 ( B060805 ) ,通过构造的胶粒—链型聚合物体系研究聚集大豆蛋白的相分离,25万元,2005年01月01日 至 2007年12月31日,华欲飞,http://fund.sciencenet.cn/index.php/item/view/246747
19,江南大学,B06,35,生物催化过程 ( B060804 ) ,生物催化不对称还原合成手性药物的关键科学技术问题,45万元,2005年01月01日 至 2007年12月31日,孙志浩,http://fund.sciencenet.cn/index.php/item/view/246746
20,江南大学,B06,35,生物催化过程 ( B060804 ) ,非水相微波辐射-酶耦合催化（MIECC）的作用机制,22万元,2005年01月01日 至 2007年12月31日,方云,http://fund.sciencenet.cn/index.php/item/view/246745
